Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,1.021315277,-0.7%,-3.9%,Fremont,30,-23.1%,-21.1%,43,4.9%,26.5%,16,2,3,507.231300527,0.006352481,0.060006117,498400,-0.001890480,0.019639935,528.540209790,-0.022640631,0.092636352,$558K,7.3%,22.0%,1.4,0.3,0.5,46,21.1%,-6.1%,7/1/2016,30,7/31/2016,0.093023256,-0.199659671,-0.024623803,Condo/Co-op,"Fremont, CA",place,0.766666667,0.023076923,-0.101754386,California,CA,6671
Value,,1,1.038729014,0.2%,2.5%,Dublin,24,33.3%,26.3%,24,-11.1%,0.0%,13,3,-9,425.465838509,-0.013568185,0.108066157,549000,0.048710602,0.132017114,441.977807244,0.031786414,0.185973783,$537K,2.7%,19.9%,1,-0.5,-0.3,25,-30.6%,56.3%,8/1/2015,30,8/31/2015,0.041666667,-0.106481481,-0.166666667,Condo/Co-op,"Dublin, CA",place,0.75,-0.027777778,0.118421053,California,CA,5159
Value,,1,1.015241308,0.2%,-0.1%,San Ramon,22,0.0%,-24.1%,29,3.6%,26.1%,12,2,-6,453.774385072,-0.001215670,0.031305421,529000,0.058106869,0.126011069,484.009136783,0.020659026,0.070816674,$523K,-4.2%,4.6%,1.3,0,0.5,29,-3.3%,7.4%,7/1/2016,30,7/31/2016,0.206896552,-0.043103448,-0.010494753,Condo/Co-op,"San Ramon, CA",place,0.590909091,-0.090909091,-0.029780564,California,CA,17519
Value,,1,1.092041109,0.0%,4.7%,Fremont,26,-38.1%,-35.0%,23,-14.8%,109.1%,9,0,-6,649.038461538,-0.001666747,0.217282397,675000,0.038461538,0.227397699,693.795925960,0.053005212,0.210707719,$713K,13.1%,22.8%,0.9,0.3,0.6,37,-17.8%,68.2%,6/1/2018,30,6/30/2018,0.173913043,-0.011272142,0.083003953,Condo/Co-op,"Fremont, CA",place,0.923076923,0.042124542,0.048076923,California,CA,6671
Value,,1,1.131632571,-8.9%,1.7%,Berkeley,21,75.0%,90.9%,14,16.7%,-6.7%,15,0,0,542.217470192,-0.152330725,-0.048482009,587450,-0.019282137,0.291113089,713.372781065,-0.014430364,0.234099885,$603K,-8.0%,-3.6%,0.7,-0.3,-0.7,18,12.5%,28.6%,7/1/2015,30,7/31/2015,0.071428571,,-0.061904762,Condo/Co-op,"Berkeley, CA",place,0.904761905,-0.095238095,0.268398268,California,CA,1590
Value,,1,1.074158393,-1.0%,7.4%,Berkeley,6,-14.3%,20.0%,8,14.3%,33.3%,33,18,-3,653.660762671,0.281127469,-0.018795291,624000,0.136612022,0.130434783,572.002923977,-0.246760855,-0.212025879,$712K,7.1%,26.0%,1.3,0.3,0.1,6,20.0%,50.0%,10/1/2016,30,10/31/2016,0.125,-0.017857143,-0.375,Condo/Co-op,"Berkeley, CA",place,0.666666667,-0.047619048,0.466666667,California,CA,1590
Value,,1,1.047093426,-2.1%,-1.9%,Berkeley,2,-60.0%,-60.0%,11,266.7%,450.0%,65,29,44,651.581757941,,0.249597899,759000,,0.013351135,785.578549908,0.064332229,0.425481678,"$1,075K",58.5%,77.6%,5.5,4.9,5.1,12,,300.0%,1/1/2018,30,1/31/2018,,,,Condo/Co-op,"Berkeley, CA",place,0.5,0.1,-0.5,California,CA,1590
Value,,1,1.021580184,-3.5%,4.2%,Dublin,8,-27.3%,-27.3%,19,-29.6%,-72.5%,11,3,-21,285.565939772,0.085150571,0.129571940,355000,0.047197640,0.126984127,264.991988198,-0.100108840,0.147221412,$367K,-8.2%,29.3%,2.4,-0.1,-3.9,15,-21.1%,-21.1%,9/1/2012,30,9/30/2012,0.210526316,0.173489279,0.022120519,Condo/Co-op,"Dublin, CA",place,0.875,-0.125,0.784090909,California,CA,5159
Value,,1,1.133912109,4.2%,5.9%,Berkeley,7,250.0%,-12.5%,6,-40.0%,-25.0%,16,0,1,538.472918407,0.017915937,-0.069240472,699000,0.142156863,0.419289340,695.356738392,-0.136489815,0.074943572,$640K,27.8%,41.4%,0.9,-4.1,-0.1,8,-20.0%,0.0%,4/1/2016,30,4/30/2016,,,,Condo/Co-op,"Berkeley, CA",place,0.714285714,-0.285714286,0.089285714,California,CA,1590
Value,,1,1.035044313,4.1%,-0.9%,Alameda,4,-33.3%,-20.0%,10,25.0%,150.0%,23,6,9,548.386759728,-0.128931829,0.223189669,478940,-0.250485133,0.200350877,505.052874753,0.026398105,0.040715015,$685K,19.2%,53.9%,2.5,1.2,1.7,8,700.0%,60.0%,1/1/2017,30,1/31/2017,,,,Condo/Co-op,"Alameda, CA",place,0.75,0.583333333,-0.05,California,CA,117
Value,,1,1.022620194,-4.2%,-5.2%,Alameda,11,83.3%,37.5%,16,-5.9%,166.7%,21,6,7,554.462951588,-0.046622834,0.157816424,589000,-0.037581699,0.180360721,554.272517321,-0.043649687,0.029114320,$630K,-15.0%,27.7%,1.5,-1.3,0.7,9,-43.8%,28.6%,10/1/2017,30,10/31/2017,0.0625,-0.055147059,-0.270833333,Condo/Co-op,"Alameda, CA",place,0.727272727,-0.272727273,-0.022727273,California,CA,117
Value,,1,1.030067888,4.4%,3.6%,Alameda,5,-64.3%,0.0%,17,21.4%,-59.5%,12,-13,-28,264.218941022,0.022354696,0.032897611,299000,0.124482888,0.069767442,269.978401728,-0.008601653,0.021009228,$250K,-28.6%,-32.3%,3.4,2.4,-5,10,11.1%,25.0%,7/1/2012,30,7/31/2012,0.117647059,-0.239495798,-0.168067227,Condo/Co-op,"Alameda, CA",place,0.6,0.314285714,0.4,California,CA,117
Value,,1,0.991179614,2.8%,0.7%,Berkeley,7,40.0%,75.0%,21,23.5%,-48.8%,17,-118,-56,363.808688613,-0.038995917,-0.073296935,349500,0.165,-0.165871122,349.494949495,0.417824937,-0.202581383,$450K,115.3%,13.8%,3,-0.4,-7.3,14,27.3%,27.3%,2/1/2012,30,2/29/2012,0.047619048,-0.070028011,-0.074332172,Condo/Co-op,"Berkeley, CA",place,0.285714286,0.285714286,0.285714286,California,CA,1590
Value,,1,1.022997583,3.1%,2.5%,Dublin,20,100.0%,185.7%,15,25.0%,-44.4%,9,-23,-31,372.969580626,-0.055882508,-0.019570942,537250,0.161684415,0.137097201,405.471166317,0.232613359,0.044148234,$449K,-3.4%,2.0%,0.8,-0.4,-3.1,22,22.2%,-15.4%,2/1/2015,30,2/28/2015,,,,Condo/Co-op,"Dublin, CA",place,0.7,0.3,0.271428571,California,CA,5159
Value,,1,1.029764204,2.1%,7.1%,Oakland,66,4.8%,-8.3%,123,-2.4%,-59.4%,44,6,-5,236.955826830,-0.031964972,0.126565083,250000,0.046025105,0.256281407,225.986033520,0.052538501,-0.013994196,$225K,6.1%,2.3%,1.9,-0.1,-2.3,69,-5.5%,-29.6%,7/1/2012,30,7/31/2012,0.162601626,-0.035811072,-0.104725107,Condo/Co-op,"Oakland, CA",place,0.454545455,-0.005772006,0.287878788,California,CA,13654
Value,,1,1.117894879,0.5%,8.1%,Berkeley,9,-30.8%,12.5%,19,11.8%,137.5%,14,-1,-8,586.921871623,0.280209204,0.113643761,443888.5,-0.135562804,-0.397708955,554.938956715,0.016618621,0.055522784,$500K,-16.7%,3.6%,2.1,0.8,1.1,8,-20.0%,100.0%,11/1/2014,30,11/30/2014,0.052631579,-0.241486068,-0.072368421,Condo/Co-op,"Berkeley, CA",place,0.888888889,0.042735043,0.263888889,California,CA,1590
Value,,1,1.008490641,2.2%,0.9%,San Ramon,11,-21.4%,0.0%,15,25.0%,-6.3%,73,25,60,411.019632679,-0.057960394,0.046053913,440000,0.041420118,0.023493836,403.663500678,-0.101741955,0.092211357,$500K,10.9%,14.9%,1.4,0.5,-0.1,17,41.7%,6.3%,2/1/2015,30,2/28/2015,,,,Condo/Co-op,"San Ramon, CA",place,0.363636364,0.292207792,0.090909091,California,CA,17519
Value,,1,1.008848788,-0.6%,2.2%,Dublin,17,6.3%,13.3%,11,-50.0%,-52.2%,19,6,-8,431.891025641,0.094450302,0.152396845,548000,-0.116129032,0.305072636,428.289473684,0.061845672,0.103389831,$585K,12.7%,18.2%,0.6,-0.8,-0.9,9,-43.8%,-18.2%,11/1/2015,30,11/30/2015,0.363636364,0.181818182,0.276679842,Condo/Co-op,"Dublin, CA",place,0.588235294,0.088235294,0.254901961,California,CA,5159
Value,,1,1.059293383,1.8%,6.5%,San Ramon,17,-15.0%,-19.0%,7,-30.0%,-81.6%,12,-4,-11,251.022143043,-0.094985607,0.103154167,249750,-0.075,0.062765957,296.786389414,0.080631125,0.271019972,$314K,20.2%,46.0%,0.4,-0.1,-1.4,14,-17.6%,-33.3%,10/1/2012,30,10/31/2012,,,,Condo/Co-op,"San Ramon, CA",place,0.882352941,0.482352941,0.549019608,California,CA,17519
Value,,1,1.061263902,1.1%,3.9%,San Ramon,7,-53.3%,-56.3%,19,58.3%,-5.0%,16,4,9,345.076142132,-0.051705923,0.357159649,411900,0.058868895,0.667611336,379.981464319,0.004548699,0.318099637,$325K,-25.3%,2.4%,2.7,1.9,1.4,21,40.0%,5.0%,6/1/2013,30,6/30/2013,0.210526316,0.127192982,0.160526316,Condo/Co-op,"San Ramon, CA",place,0.714285714,0.114285714,0.026785714,California,CA,17519
Value,,1,1.044972857,-6.5%,2.7%,Berkeley,9,-18.2%,-25.0%,15,0.0%,-42.3%,16,1,2,441.824661251,-0.063797697,0.053341272,449500,-0.099198397,0.126566416,506.465517241,-0.007825749,0.221685665,$450K,-21.3%,5.8%,1.7,0.3,-0.5,18,0.0%,-5.3%,6/1/2013,30,6/30/2013,0.133333333,,-0.212820513,Condo/Co-op,"Berkeley, CA",place,0.555555556,-0.262626263,-0.194444444,California,CA,1590
Value,,1,0.991569593,0.0%,-0.6%,Dublin,10,-47.4%,-16.7%,12,-7.7%,-33.3%,32,0,-37,395.045726479,0.183818896,0.015321872,462475,0.156190390,0.102443385,328.952435398,-0.157059384,-0.107258483,$465K,8.1%,16.8%,1.2,0.5,-0.3,18,260.0%,28.6%,1/1/2015,30,1/31/2015,0.083333333,0.006410256,-0.194444444,Condo/Co-op,"Dublin, CA",place,0.4,0.031578947,0.066666667,California,CA,5159
Value,,1,1.018427682,0.3%,-1.4%,Fremont,55,48.6%,89.7%,32,-30.4%,45.5%,15,-7,2,350,-0.030621113,0.295614035,349999,0.021894891,0.261257658,344.444444444,-0.0452,0.259682540,$320K,-8.6%,20.8%,0.6,-0.6,-0.2,23,-50.0%,-28.1%,9/1/2013,30,9/30/2013,0.21875,-0.085597826,0.082386364,Condo/Co-op,"Fremont, CA",place,0.654545455,0.005896806,0.033855799,California,CA,6671
Value,,1,1.039667670,1.4%,-1.9%,Oakland,37,23.3%,-5.1%,84,18.3%,23.5%,17,-9,-3,358.200533356,-0.065563826,0.244239160,397000,0.075880759,0.594377510,420.159650514,0.081468718,0.381725022,$415K,23.9%,38.3%,2.3,-0.1,0.6,66,-7.0%,-1.5%,2/1/2014,30,2/28/2014,0.083333333,-0.099765258,0.053921569,Condo/Co-op,"Oakland, CA",place,0.567567568,0.000900901,-0.022176022,California,CA,13654
Value,,1,1.111141745,4.7%,8.1%,Oakland,65,16.1%,-1.5%,100,6.4%,-18.7%,15,-4,-29,359.010594668,0.038625999,0.515095026,366950,0.227257525,0.4678,392.935982340,0.086098343,0.738762242,$373K,10.0%,65.8%,1.5,-0.2,-0.4,88,8.6%,27.5%,7/1/2013,30,7/31/2013,0.1,-0.048936170,-0.062601626,Condo/Co-op,"Oakland, CA",place,0.8,0.175,0.345454545,California,CA,13654
Value,,1,1.091679278,-5.9%,-0.3%,Berkeley,2,-50.0%,-71.4%,10,150.0%,42.9%,16,1,-1,528.995469155,-0.022329280,-0.105667035,612000,0.416666667,0.44,805.267558528,-0.113772567,0.306691894,$501K,-11.5%,47.3%,5,4,4,10,150.0%,42.9%,3/1/2016,30,3/31/2016,0.1,,,Condo/Co-op,"Berkeley, CA",place,1,0.25,0.428571429,California,CA,1590
Value,,1,1.026000146,2.0%,7.6%,Berkeley,12,-7.7%,50.0%,23,-8.0%,-48.9%,32,14,11,470.219942362,0.169752624,0.344529248,432000,0.173913043,0.261313869,410.095741318,0.202035397,0.168000188,$399K,7.8%,6.1%,1.9,0,-3.7,14,27.3%,133.3%,8/1/2012,30,8/31/2012,0.260869565,0.060869565,-0.116908213,Condo/Co-op,"Berkeley, CA",place,0.666666667,0.205128205,0.541666667,California,CA,1590
Value,,1,1.015666670,0.6%,-1.7%,Dublin,12,-52.0%,-20.0%,31,14.8%,72.2%,11,-1,1,361.325115562,-0.012189197,0.109702231,468888,0.026013129,0.138077670,347.557515733,-0.092124393,0.113117342,$476K,8.8%,9.3%,2.6,1.5,1.4,21,5.0%,5.0%,4/1/2014,30,4/30/2014,0.096774194,-0.088410992,,Condo/Co-op,"Dublin, CA",place,0.666666667,-0.013333333,0.066666667,California,CA,5159
Value,,1,1.008009534,-2.7%,-1.6%,Alameda,2,-50.0%,0.0%,7,-30.0%,-30.0%,36,13,-15,599.302626137,0.092846637,0.260573959,597000,0.246502693,0.341573034,529.072973764,0.047559573,0.017027595,$546K,-20.3%,-4.2%,3.5,1,-1.5,4,-50.0%,-63.6%,2/1/2017,30,2/28/2017,0.142857143,,0.042857143,Condo/Co-op,"Alameda, CA",place,0.5,-0.25,0,California,CA,117
Value,,1,1.014248917,1.3%,1.3%,Dublin,23,35.3%,9.5%,8,-27.3%,33.3%,29,15,3,483.846066066,0.191887097,0.165018758,572500,-0.012931034,-0.218640708,399.329430548,-0.070401597,0.003278759,$605K,-1.8%,-1.1%,0.3,-0.3,0,8,-42.9%,33.3%,12/1/2016,30,12/31/2016,0.375,0.193181818,0.208333333,Condo/Co-op,"Dublin, CA",place,0.347826087,0.053708440,0.062111801,California,CA,5159
Value,,1,0.978378932,-6.4%,-2.0%,Dublin,20,25.0%,11.1%,32,60.0%,-59.0%,31,17,-81,246.565566459,0.135292802,0.024410456,324500,0.085690961,0.014220972,223.872239085,-0.111240286,-0.082010645,$326K,6.9%,12.8%,1.6,0.3,-2.7,26,73.3%,-3.7%,3/1/2012,30,3/31/2012,0.125,-0.025,-0.092948718,Condo/Co-op,"Dublin, CA",place,0.3,-0.2,-0.088888889,California,CA,5159
Value,,1,1.047131217,-1.4%,0.0%,Fremont,53,82.8%,35.9%,22,4.8%,-40.5%,17,6,4,464.661654135,0.022255639,0.161654135,454500,-0.030916844,0.168716957,486.666666667,0.082901814,0.104065359,$494K,6.2%,12.3%,0.4,-0.3,-0.5,44,18.9%,18.9%,6/1/2015,30,6/30/2015,0.272727273,0.082251082,0.110565111,Condo/Co-op,"Fremont, CA",place,0.830188679,-0.066363045,0.137880987,California,CA,6671
Value,,1,1.048670685,1.9%,6.1%,San Ramon,6,-14.3%,-62.5%,8,14.3%,-73.3%,7,-2,-15,325.369583687,0.020434581,0.301478335,347500,-0.032033426,0.390556222,315.758203800,0.196283655,0.336048274,$365K,-23.2%,50.8%,1.3,0.3,-0.6,16,33.3%,-40.7%,2/1/2013,30,2/28/2013,,,,Condo/Co-op,"San Ramon, CA",place,0.833333333,0.261904762,0.645833333,California,CA,17519
Value,,1,1.116248522,1.5%,-0.9%,Oakland,55,-27.6%,-11.3%,57,5.6%,7.5%,14,0,0,505.093907828,-0.034599952,0.107555316,477000,0.048351648,0.163698463,519.298245614,-0.103187370,0.037730994,$517K,3.9%,13.5%,1,0.3,0.1,78,6.8%,1.3%,5/1/2016,30,5/31/2016,0.122807018,0.085769981,0.009599470,Condo/Co-op,"Oakland, CA",place,0.836363636,0.060047847,-0.034604106,California,CA,13654
Value,,1,1.116871952,3.0%,6.9%,Fremont,26,13.0%,-23.5%,22,4.8%,-24.1%,9,0,-5,617.882562278,0.103058256,0.157230525,580000,-0.013605442,0.086142322,675.513698630,0.101968434,0.233930432,$677K,23.1%,27.7%,0.8,-0.1,-0.1,43,22.9%,7.5%,4/1/2018,30,4/30/2018,,,,Condo/Co-op,"Fremont, CA",place,0.884615385,0.058528428,0.061085973,California,CA,6671
Value,,1,1.059722765,-0.3%,5.6%,Fremont,31,63.2%,14.8%,51,24.4%,54.5%,14,1,0,341.639748473,-0.064096484,0.328533957,332475,-0.107329843,0.331231231,385.273972603,-0.002509852,0.553787268,$390K,-7.1%,62.5%,1.6,-0.6,0.4,48,0.0%,9.1%,7/1/2013,30,7/31/2013,0.274509804,0.079387853,0.092691622,Condo/Co-op,"Fremont, CA",place,0.903225806,0.061120543,0.458781362,California,CA,6671
Value,,1,1.062279019,-4.6%,5.7%,Fremont,19,-51.3%,-48.6%,41,41.4%,41.4%,13,2,-14,365.037359900,0.027355319,0.708701755,372450,0.111791045,0.575840914,386.243386243,0.034887041,0.704883227,$420K,12.0%,80.3%,2.2,1.5,1.4,48,6.7%,118.2%,6/1/2013,30,6/30/2013,0.195121951,0.022708158,-0.011774601,Condo/Co-op,"Fremont, CA",place,0.842105263,-0.029689609,0.490753912,California,CA,6671
Value,,1,1.043003007,1.3%,4.0%,Fremont,20,-20.0%,33.3%,11,10.0%,37.5%,13,2,-7,560.953196855,-0.016897976,0.083219966,555000,-0.041450777,0.275862069,590.412645459,-0.030936045,0.132518802,$600K,13.1%,17.5%,0.6,0.2,0.1,22,29.4%,29.4%,1/1/2018,30,1/31/2018,,,,Condo/Co-op,"Fremont, CA",place,0.8,0.080000000,0.266666667,California,CA,6671
Value,,1,1.009611475,-0.4%,-0.6%,San Ramon,22,10.0%,0.0%,18,-10.0%,-37.9%,11,-3,-1,547.943835616,0.085531733,0.207524827,539000,0.051707317,0.018903592,537.342071407,0.125772658,0.110189934,$513K,-6.4%,-2.0%,0.8,-0.2,-0.5,21,-4.5%,-27.6%,7/1/2017,30,7/31/2017,0.5,0.2,0.293103448,Condo/Co-op,"San Ramon, CA",place,0.5,-0.1,-0.090909091,California,CA,17519
Value,,1,1.061561847,0.8%,8.8%,Fremont,27,0.0%,-27.0%,13,-45.8%,-82.9%,14,-11,-21,250.700280112,-0.026792480,0.240903397,269000,-0.001855288,0.345,283.653846154,0.069797503,0.431046431,$286K,10.0%,49.7%,0.5,-0.4,-1.6,19,-26.9%,-24.0%,12/1/2012,30,12/31/2012,,,,Condo/Co-op,"Fremont, CA",place,0.740740741,0.074074074,0.443443443,California,CA,6671
Value,,1,0.979304108,0.5%,5.3%,Fremont,31,-16.2%,40.9%,77,1.3%,-45.4%,67,32,-5,232.236842105,0.149514017,0.038064674,232000,0.16,0.099526066,207.106598985,0.044862121,-0.070108172,$185K,-3.1%,-10.2%,2.5,0.4,-3.9,43,72.0%,19.4%,1/1/2012,30,1/31/2012,0.311688312,0.022214627,0.028000368,Condo/Co-op,"Fremont, CA",place,0.354838710,0.057541412,0.173020528,California,CA,6671
Value,,1,1.046788982,-1.4%,2.5%,Fremont,39,2.6%,30.0%,32,-5.9%,-15.8%,11,-2,-3,478.502080444,-3.187531243e-05,0.280016997,468888,-0.040736498,0.175157895,490.196078431,0.013368604,0.151810807,$490K,7.1%,8.5%,0.8,-0.1,-0.5,47,-4.1%,4.4%,8/1/2015,30,8/31/2015,0.15625,0.038602941,-0.159539474,Condo/Co-op,"Fremont, CA",place,0.897435897,0.029014845,0.330769231,California,CA,6671
Value,,1,1.037545989,-2.2%,2.0%,Fremont,24,0.0%,-4.0%,18,20.0%,-14.3%,17,6,-10,576.777665658,0.037953838,0.163055199,557500,0.140342982,0.123991935,582.285513129,0.010414691,0.128106963,$583K,9.1%,15.3%,0.8,0.2,0,22,-24.1%,-4.3%,11/1/2017,30,11/30/2017,,,,Condo/Co-op,"Fremont, CA",place,0.75,-0.166666667,0.15,California,CA,6671
Value,,1,1.023281552,0.1%,-1.3%,Dublin,29,16.0%,61.1%,26,36.8%,-3.7%,9,1,-1,420.408163265,0.018359255,-0.025294278,575000,-0.041586799,0.098376313,441.964285714,0.019565887,0.031754848,$590K,-5.6%,12.9%,0.9,0.1,-0.6,27,-27.0%,-25.0%,7/1/2016,30,7/31/2016,0.307692308,0.149797571,0.159544160,Condo/Co-op,"Dublin, CA",place,0.724137931,-0.035862069,-0.053639847,California,CA,5159
Value,,1,0.996413991,-0.2%,-3.9%,San Ramon,17,-19.0%,54.5%,40,8.1%,14.3%,18,3,6,408.099688474,0.010848551,0.147433942,435000,-0.033333333,0.105604270,401.701323251,0.045326140,-0.000825674,$430K,-4.7%,4.9%,2.4,0.6,-0.8,21,-8.7%,-25.0%,9/1/2014,30,9/30/2014,0.225,-0.018243243,-0.117857143,Condo/Co-op,"San Ramon, CA",place,0.352941176,-0.075630252,-0.283422460,California,CA,17519
Value,,1,1.044521250,-1.5%,7.1%,San Ramon,15,-11.8%,-6.3%,3,-57.1%,-92.9%,10,-2,-50,263.949275362,0.051497976,0.087409775,309000,0.237237237,0.211764706,289.522058824,-0.024476630,0.132882981,$315K,0.3%,22.6%,0.2,-0.2,-2.4,11,-21.4%,-56.0%,11/1/2012,30,11/30/2012,,,,Condo/Co-op,"San Ramon, CA",place,0.8,-0.082352941,0.675,California,CA,17519
Value,,1,1.027345201,-1.7%,-1.5%,Alameda,8,-42.9%,-38.5%,14,27.3%,16.7%,19,2,5,350.117096019,0.019077231,0.364353154,399000,0.052770449,0.596,359.987384357,0.021508691,0.342619615,$397K,10.7%,26.2%,1.8,1,0.9,13,-18.8%,44.4%,9/1/2013,30,9/30/2013,0.071428571,,,Condo/Co-op,"Alameda, CA",place,0.625,-0.017857143,0.086538462,California,CA,117
Value,,1,0.993097209,-0.8%,3.1%,Dublin,10,-41.2%,-9.1%,25,-24.2%,-70.2%,16,-84,-65,243.902439024,0.032266115,0.018512592,300000,-0.109792285,0.010271089,234.976452638,-0.023943966,0.091871890,$320K,10.3%,4.9%,2.5,0.6,-5.1,15,-25.0%,-31.8%,1/1/2012,30,1/31/2012,0.12,-0.183030303,-0.165714286,Condo/Co-op,"Dublin, CA",place,0.2,-0.329411765,-0.163636364,California,CA,5159
Value,,1,0.987216425,-1.8%,-1.5%,San Ramon,16,-30.4%,23.1%,30,11.1%,-61.5%,22,-5,-20,250,0.086345382,0.005639098,249900,0.096052632,-0.071003717,236.337421311,0.026464954,0.053389649,$242K,7.6%,-5.1%,1.9,0.7,-4.1,27,28.6%,8.0%,2/1/2012,30,2/29/2012,0.2,0.014814815,-0.082051282,Condo/Co-op,"San Ramon, CA",place,0.1875,-0.247282609,-0.197115385,California,CA,17519
Value,,1,1.250222053,18.0%,11.6%,Berkeley,8,100.0%,14.3%,7,40.0%,16.7%,15,0,-1,568.181818182,-0.040385888,0.055172505,599000,-0.192722372,-0.143061516,760.112460588,0.374162217,0.093125900,$949K,29.1%,48.2%,0.9,-0.4,0,9,-25.0%,12.5%,4/1/2017,30,4/30/2017,0.142857143,,,Condo/Co-op,"Berkeley, CA",place,1,0.25,0.285714286,California,CA,1590
Value,,1,0.997702760,-0.1%,-3.0%,Dublin,12,-42.9%,9.1%,18,-25.0%,125.0%,69,39,26,389.084227734,-0.002266006,0.273997835,419500,0.035802469,0.035802469,368.474445328,0.007163484,0.355884353,$398K,-8.5%,4.7%,1.5,0.4,0.8,14,27.3%,0.0%,1/1/2014,30,1/31/2014,0.277777778,-0.097222222,,Condo/Co-op,"Dublin, CA",place,0.333333333,-0.142857143,-0.575757576,California,CA,5159
Value,,1,0.994218932,-3.1%,-4.3%,Alameda,6,0.0%,-40.0%,8,-11.1%,166.7%,17,-15,-13,629.556650246,0.224985803,0.342135659,639000,-0.080575540,0.348260554,492.063335022,0.011842931,0.062681441,$575K,18.2%,35.3%,1.3,-0.2,1,1,-85.7%,-50.0%,12/1/2016,30,12/31/2016,,,,Condo/Co-op,"Alameda, CA",place,0.166666667,-0.333333333,-0.533333333,California,CA,117
Value,,1,1.008587351,-0.9%,-0.4%,Dublin,22,10.0%,46.7%,14,-12.5%,-22.2%,18,5,2,440.140845070,-0.064415587,0.005814818,625000,-0.094071605,0.079447323,485.581331377,0.086823702,0.193390077,$634K,-3.1%,9.6%,0.6,-0.2,-0.6,19,11.8%,0.0%,9/1/2017,30,9/30/2017,0.142857143,-0.232142857,-0.246031746,Condo/Co-op,"Dublin, CA",place,0.590909091,-0.009090909,0.124242424,California,CA,5159
Value,,1,1.052439384,5.0%,2.4%,Fremont,17,13.3%,-39.3%,29,262.5%,52.6%,10,-10,-11,529.749380257,0.022964320,0.062530231,499500,0.148275862,-0.001,523,0.003209091,0.036410934,$433K,-15.1%,2.2%,1.7,1.2,1,38,123.5%,22.6%,2/1/2017,30,2/28/2017,0.068965517,-0.056034483,-0.352087114,Condo/Co-op,"Fremont, CA",place,0.764705882,0.231372549,0.121848739,California,CA,6671
Value,,1,1.030093480,-1.9%,3.3%,San Ramon,15,150.0%,-40.0%,6,-25.0%,-75.0%,11,4,-22,379.877664504,0.167526664,0.597616346,395000,0.136690647,0.646519383,353.454545455,0.119383570,0.397594039,$401K,9.7%,63.5%,0.4,-0.9,-0.6,11,-31.3%,-59.3%,3/1/2013,30,3/31/2013,0.166666667,,0.041666667,Condo/Co-op,"San Ramon, CA",place,0.8,-0.033333333,0.32,California,CA,17519
Value,,1,1.027130162,1.0%,-0.9%,Fremont,30,-16.7%,-16.7%,21,-34.4%,-36.4%,17,-5,3,495.464852608,-0.004555809,-0.000919063,498888,0.066127571,0.202139759,515.402843602,0.030867639,0.050311472,$510K,-5.6%,9.6%,0.7,-0.2,-0.2,13,-53.6%,-55.2%,10/1/2016,30,10/31/2016,0.190476190,-0.215773810,0.099567100,Condo/Co-op,"Fremont, CA",place,0.733333333,0.122222222,-0.044444444,California,CA,6671
Value,,1,0.978250639,1.1%,1.3%,Oakland,61,17.3%,1.7%,166,-8.8%,-49.5%,103,22,8,227.591311394,0.058710416,-0.018281803,238650,0.136428571,0.190274314,201.074375716,0.062500421,0.050239908,$195K,14.1%,-1.1%,2.7,-0.8,-2.8,90,45.2%,-17.4%,3/1/2012,30,3/31/2012,0.234939759,0.015159539,-0.096367232,Condo/Co-op,"Oakland, CA",place,0.245901639,0.015132409,-0.054098361,California,CA,13654
Value,,1,1.062440297,3.1%,0.2%,Fremont,39,25.8%,34.5%,36,24.1%,71.4%,12,-1,1,532.467532468,0.062493146,0.171428571,529000,0.062248996,0.127931770,526.315789474,0.011752683,0.171126691,$519K,-1.1%,11.6%,0.9,0,0.2,41,-10.9%,10.8%,5/1/2016,30,5/31/2016,0.166666667,0.028735632,-0.023809524,Condo/Co-op,"Fremont, CA",place,0.871794872,0.097601323,-0.024756852,California,CA,6671
Value,,1,1.017953300,-4.8%,-13.3%,Berkeley,3,-40.0%,-25.0%,,,,15,-6,0,582.091964668,0.116330970,0.075801785,617500,-0.175567423,0.429398148,677.419354839,0.229220017,-0.254474355,$775K,28.1%,37.0%,,,,2,-33.3%,-50.0%,2/1/2017,30,2/28/2017,,,,Condo/Co-op,"Berkeley, CA",place,0.666666667,-0.333333333,-0.083333333,California,CA,1590
